step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
209,CASH_IN,106522.15,C1085813077,450772,557294.15,C1774345652,0,0,0,0
209,CASH_OUT,8338.86,C709091483,205284,196945.14,C1404391737,1334308.68,1713259.12,0,0
209,CASH_OUT,158862.92,C1385709149,11130,0,C1217952496,13355.71,172218.63,0,0
209,PAYMENT,6153.05,C1367391512,0,0,M1227692049,0,0,0,0
209,PAYMENT,3512.97,C81318359,0,0,M1211198313,0,0,0,0
209,CASH_OUT,246100.8,C452621893,0,0,C1932640316,296982.45,543083.25,0,0
209,CASH_IN,26413.63,C1916602566,6132255.96,6158669.59,C912402708,391637.76,365224.13,0,0
209,CASH_IN,19108.77,C253333164,3271150.94,3290259.71,C1902552620,97107.95,77999.17,0,0
209,CASH_OUT,217266.26,C1001434194,0,0,C2058668190,222888,440154.26,0,0
209,PAYMENT,11944.38,C837452185,623.47,0,M1068278431,0,0,0,0
209,CASH_IN,221721.8,C105753126,3602536.54,3824258.33,C281779472,1490962.04,1269240.25,0,0
209,CASH_IN,477800.73,C1329457910,4524198.9,5001999.63,C1468064090,513639.28,35838.55,0,0
209,CASH_OUT,243854.71,C1301374129,50768,0,C1110872889,710656.18,954510.89,0,0
209,CASH_OUT,55216.6,C1793495975,0,0,C804306879,1545665.45,1600882.05,0,0
209,CASH_OUT,130515.62,C1863514825,0,0,C791964399,2419867.14,2550382.75,0,0
209,CASH_IN,100550.52,C1614146878,6390.52,106941.04,C811969419,1559683.61,1459133.09,0,0
209,CASH_OUT,136698.52,C1026380348,39894.12,0,C1601875596,836668.42,973366.94,0,0
210,CASH_OUT,343963.59,C186380910,0,0,C2135180671,1861363.27,2205326.85,0,0
210,PAYMENT,7478.64,C189754363,233336,225857.36,M1773659899,0,0,0,0
210,TRANSFER,1401747.81,C1913748690,0,0,C1631031788,13658623.96,15060371.77,0,0
210,CASH_IN,189763.18,C1297080403,8662321.25,8852084.43,C2054988632,233920.54,44157.36,0,0
210,CASH_OUT,19797.47,C175721124,0,0,C543729887,10494813.46,10514610.93,0,0
210,TRANSFER,821414.18,C829527017,0,0,C864853229,3047180.66,3868594.84,0,0
210,PAYMENT,4474.29,C876181129,0,0,M2075431592,0,0,0,0
210,CASH_IN,5408.37,C2126152933,2118474.53,2123882.9,C906477517,782905.88,777497.52,0,0
210,CASH_IN,166540.74,C2062697861,1370135.14,1536675.88,C1980696731,1565640.58,1399099.85,0,0
210,PAYMENT,8910.58,C501320679,0,0,M532435016,0,0,0,0
210,CASH_OUT,90678.78,C1193304927,0,0,C964185228,1208666.13,1299344.91,0,0
210,PAYMENT,16195.01,C507642385,103689.45,87494.44,M1254833799,0,0,0,0
210,CASH_IN,284961.01,C1940636887,2597,287558.01,C214195681,0,0,0,0
210,PAYMENT,2597.19,C397747004,0,0,M1215648214,0,0,0,0
210,PAYMENT,7252.62,C1295906343,50996,43743.38,M239629912,0,0,0,0
210,CASH_OUT,28243.22,C1279986370,0,0,C1364272009,850311.29,878554.51,0,0
210,CASH_OUT,151268.59,C47086788,0,0,C1974100423,2055239.76,2206508.35,0,0
210,PAYMENT,246.49,C1080432359,0,0,M2030672363,0,0,0,0
210,CASH_IN,140501.79,C1278515001,30315,170816.79,C643275113,0,0,0,0
210,CASH_OUT,70369.54,C201951285,138862,68492.46,C580960808,115661.48,186031.01,0,0
210,CASH_IN,105910.65,C376673559,3349051.99,3454962.65,C2114075573,130630.45,24719.79,0,0
210,CASH_IN,150103.66,C256366610,1543205.52,1693309.19,C1232888293,3439430.8,3289327.13,0,0
210,CASH_OUT,130344.96,C942724641,428,0,C1382375686,6837807.04,6968152.01,0,0
210,CASH_OUT,148760.35,C1786138508,11035,0,C2109583185,0,148760.35,0,0
210,PAYMENT,18062.82,C527343097,20105,2042.18,M69712297,0,0,0,0
210,PAYMENT,6161.5,C1908535778,11645,5483.5,M900642886,0,0,0,0
210,PAYMENT,295.4,C883608719,10614.85,10319.45,M463633869,0,0,0,0
210,PAYMENT,11155.31,C230562161,212744,201588.69,M548993805,0,0,0,0
210,CASH_OUT,87637.91,C842164054,124571,36933.09,C1213341221,0,87637.91,0,0
210,CASH_OUT,110712.84,C1008696658,0,0,C694492825,777583.03,888295.87,0,0
210,TRANSFER,136574.55,C835526310,0,0,C985368487,1104555.68,1241130.23,0,0
210,PAYMENT,408.3,C64974406,198158.79,197750.49,M622905132,0,0,0,0
210,CASH_OUT,208229.7,C1324033972,16,0,C605763677,129807.4,338037.1,0,0
210,CASH_OUT,100056.48,C212774638,0,0,C539091044,220896.48,320952.96,0,0
210,CASH_OUT,33615.83,C1541869532,0,0,C1575743432,253482.05,287097.87,0,0
210,PAYMENT,2214.89,C1160580198,0,0,M639853167,0,0,0,0
210,CASH_IN,269449.34,C1327668604,6821801,7091250.34,C232993253,478168.17,208718.82,0,0
210,CASH_IN,1373.16,C2021875194,303947.4,305320.56,C1660507242,7873303.78,7871930.62,0,0
210,CASH_OUT,73348.5,C390804065,0,0,C734325113,1550396.44,1623744.94,0,0
210,PAYMENT,64978.39,C1787277397,0,0,M1325741002,0,0,0,0
210,CASH_IN,47658.96,C1968924061,30992,78650.96,C1966745260,0,0,0,0
210,CASH_OUT,199345.82,C1146421822,0,0,C1496873428,8191231.03,8390576.86,0,0
210,PAYMENT,3266.94,C177845477,0,0,M1835967075,0,0,0,0
211,TRANSFER,556297.19,C1580228674,0,0,C205027396,2788890.78,3345187.98,0,0
211,PAYMENT,5544.63,C1023459138,13267,7722.37,M1372131625,0,0,0,0
211,PAYMENT,9534.21,C1262894747,0,0,M133417945,0,0,0,0
211,PAYMENT,6864.83,C1887661003,50195,43330.17,M465363544,0,0,0,0
211,CASH_IN,230192.47,C505091189,32509,262701.47,C86958380,997577.39,767384.92,0,0
211,TRANSFER,756481.16,C36503406,0,0,C919521436,1623053.57,2883760.84,0,0
211,CASH_OUT,226218.67,C617254613,0,0,C490100997,1323014.75,1927367.92,0,0
211,CASH_OUT,44806.22,C2127515988,44921.77,115.55,C1853645463,233658.02,278464.24,0,0
211,CASH_IN,244406.24,C510639901,11466,255872.24,C2055262967,10083037.27,9838631.03,0,0
211,CASH_IN,185944.79,C1320632608,1077656.83,1263601.63,C1278101832,1052015.67,866070.88,0,0
211,CASH_IN,114678.31,C4274537,21300,135978.31,C1203591710,852237.58,737559.27,0,0
211,CASH_OUT,299644.28,C135725830,153591,0,C662152634,238833.32,538477.6,0,0
211,PAYMENT,8303.37,C899927274,12978,4674.63,M1801986184,0,0,0,0
211,CASH_OUT,333453.06,C1762084535,0,0,C438855602,1942254.14,2275707.2,0,0
211,CASH_IN,17975.41,C158962886,20644,38619.41,C1879696990,243306.63,225331.22,0,0
211,TRANSFER,289798.15,C1560515244,4048,0,C556638895,32921.27,322719.42,0,0
211,CASH_OUT,85358.54,C87568263,15179.03,0,C919936050,1513408.47,1598767.01,0,0
211,CASH_OUT,134235.98,C1655352205,2061,0,C732077422,0,134235.98,0,0
211,CASH_OUT,66164.71,C1474274019,0,0,C1748933020,124979.73,191144.44,0,0
211,CASH_OUT,1694.75,C1332415685,158097,156402.25,C1391859568,291652.59,293347.34,0,0
211,CASH_OUT,99410.43,C566853219,20125,0,C595955114,53772.79,153183.23,0,0
211,CASH_OUT,93938.63,C186978035,14893,0,C41028788,13381300.57,13475239.2,0,0
211,PAYMENT,1689.85,C2102085766,0,0,M1621348762,0,0,0,0
211,CASH_OUT,135823.12,C642469361,99925,0,C744745344,0,135823.12,0,0
211,PAYMENT,12189.61,C1994591937,0,0,M748102972,0,0,0,0
211,CASH_OUT,33393.59,C689925233,0,0,C735540414,912340.26,945733.85,0,0
211,PAYMENT,19028.69,C180145688,14953,0,M1813791159,0,0,0,0
211,CASH_OUT,27085.92,C971868489,35324,8238.08,C24400806,42720.5,69806.41,0,0
211,CASH_IN,142106.09,C1775643350,1944,144050.09,C1753550592,0,0,0,0
211,PAYMENT,33701.91,C2091142978,0,0,M1462583895,0,0,0,0
211,CASH_OUT,4845.16,C892089913,31922.32,27077.16,C736709151,51867.82,56712.98,0,0
211,CASH_OUT,216903.49,C1719781066,16778,0,C188685276,0,216903.49,0,0
211,CASH_IN,72771.54,C1609661780,174887.65,247659.2,C599395055,1392194.53,1319422.98,0,0
211,TRANSFER,543167.93,C995495737,22236,0,C274598371,131285.46,1219636.92,0,0
211,TRANSFER,1146439.35,C1592604256,7679.33,0,C1907361671,1268120.97,2414560.31,0,0
211,PAYMENT,7307.59,C1837855180,40359,33051.41,M327879060,0,0,0,0
211,PAYMENT,12572.17,C1767097868,19887,7314.83,M1823103793,0,0,0,0
211,CASH_OUT,227185.98,C395062089,22520,0,C355517910,0,227185.98,0,0
211,PAYMENT,13155.56,C191697446,0,0,M1523458083,0,0,0,0
211,CASH_OUT,271618.16,C1763001007,0,0,C385850101,818195.79,1089813.95,0,0
211,CASH_OUT,54637.11,C1870819603,83650,29012.89,C548284315,276722.95,389504.34,0,0
211,CASH_OUT,34359.09,C518105142,18346,0,C58256247,578420.11,612779.2,0,0
211,CASH_OUT,41629.18,C642238511,49765,8135.82,C912461175,336353.59,377982.77,0,0
211,CASH_OUT,113265.88,C255221723,48298,0,C1812322259,171933.44,356358.86,0,0
211,PAYMENT,18339.33,C231166901,0,0,M1414487096,0,0,0,0
211,CASH_OUT,48054.54,C545509280,102237,54182.46,C87425503,4743564.3,4791618.84,0,0
211,CASH_IN,78170.88,C1951130738,72268,150438.88,C114651490,0,0,0,0
211,PAYMENT,8808.44,C377733886,0,0,M129804985,0,0,0,0
211,CASH_IN,51629.88,C1838674775,1075247.72,1126877.6,C1044883791,208267.54,156637.66,0,0
211,CASH_OUT,1564.51,C1613076661,74293,72728.49,C277158056,0,1564.51,0,0
211,CASH_IN,104820.3,C1558920757,1710431,1815251.3,C1330557157,2792279.5,2687459.2,0,0
211,CASH_IN,153919.95,C1430332346,294934.05,448854.01,C1751724342,3228042.42,3193169.37,0,0
211,TRANSFER,1070926.48,C1821317472,0,0,C82967872,1187878.96,2258805.44,0,0
211,CASH_IN,101723.36,C993225419,7981016.17,8082739.53,C637990957,502834.63,401111.27,0,0
211,PAYMENT,3394.33,C790967475,31028,27633.67,M1419748533,0,0,0,0
211,TRANSFER,599808.03,C1298586090,0,0,C1060195245,3206033.94,3805841.98,0,0
211,CASH_OUT,210199.22,C1108092332,0,0,C1867491223,1795678.81,2005878.03,0,0
211,CASH_OUT,295708.52,C1073217089,0,0,C2106717263,2520345.5,2816054.02,0,0
211,CASH_OUT,398210.2,C529345099,0,0,C1874846105,1774973.9,2173184.09,0,0
211,CASH_OUT,36845.79,C1117886164,10942,0,C1277036196,145844.31,182690.11,0,0
211,PAYMENT,13730.8,C236126038,0,0,M1759582934,0,0,0,0
211,CASH_OUT,301821.72,C1792978470,0,0,C655148472,7420838.55,7722660.27,0,0
211,PAYMENT,24696.1,C1885074849,17692.64,0,M1874011885,0,0,0,0
211,PAYMENT,17034.69,C1970298727,25536.9,8502.22,M1430574862,0,0,0,0
211,CASH_OUT,94824.74,C823516398,18037,0,C992928005,0,94824.74,0,0
211,TRANSFER,213143.2,C94531432,1183,0,C760185225,0,213143.2,0,0
211,CASH_OUT,134464.34,C1038870122,0,0,C1091426832,652869.85,787334.19,0,0
211,CASH_OUT,34483.93,C956969852,20391.55,0,C352226522,336550.82,371034.75,0,0
212,CASH_IN,1676.34,C1225116826,139999.27,141675.61,C1806783136,281019.97,279343.63,0,0
212,CASH_OUT,55367.61,C3706812,0,0,C2103895356,934836.5,990204.11,0,0
212,CASH_OUT,35437.67,C486532931,0,0,C1301463756,318443.85,353881.52,0,0
212,CASH_OUT,245085.54,C74183740,0,0,C554987925,4651084.48,4896170.02,0,0
212,CASH_IN,3301.87,C856061961,1574,4875.87,C438412686,5622627.36,5619325.49,0,0
212,CASH_OUT,108834.42,C1916954756,0,0,C941070176,341889.45,450723.86,0,0
212,PAYMENT,9043.58,C1130994482,0,0,M1306184079,0,0,0,0
212,CASH_IN,51970.94,C330602139,5126739.88,5178710.82,C110581534,632051.75,580080.81,0,0
212,CASH_OUT,88566.08,C2012771026,0,0,C1086989696,295563.63,384129.7,0,0
212,CASH_IN,139401.44,C327142655,4927707.82,5067109.26,C892652728,194907.55,55506.1,0,0
212,CASH_OUT,192807.76,C571416919,0,0,C1185109647,687596.64,880404.41,0,0
212,CASH_OUT,88215.6,C165028583,0,0,C2000589276,566246.8,654462.41,0,0
212,CASH_OUT,83950.62,C213986889,107555,23604.38,C1465429653,318333.33,402283.94,0,0
212,CASH_IN,27912.78,C360577662,23,27935.78,C1125949662,92975.94,65063.16,0,0
212,CASH_OUT,234597.68,C784855532,10320,0,C474579153,323151.97,557749.66,0,0
212,PAYMENT,101.98,C1557407976,0,0,M2083373156,0,0,0,0
212,CASH_IN,94524.62,C1707465920,2215331.37,2309855.99,C1935730862,2245104.43,2150579.81,0,0
212,CASH_OUT,3759.29,C265886005,19888,16128.71,C1243857874,0,3759.29,0,0
212,CASH_IN,416298.23,C1717977838,308543.19,724841.42,C1578677575,497546.63,81248.39,0,0
212,CASH_OUT,210636.67,C1908857605,259390,48753.33,C80440249,367841.61,578478.27,0,0
212,CASH_OUT,111670.6,C987644986,40228,0,C1262132364,235021.59,346692.19,0,0
212,CASH_OUT,53815.21,C1228180463,21208,0,C1660668911,858.3,54673.51,0,0
212,CASH_OUT,124200.89,C1021406256,0,0,C936171842,1018536.85,1142737.74,0,0
212,PAYMENT,16156.76,C2064308121,140539.84,124383.08,M1233905816,0,0,0,0
212,TRANSFER,604234.17,C775356655,600425,0,C1835644500,536532.19,1140766.36,0,0
212,CASH_OUT,307842.53,C285569223,0,0,C1781137337,1579041.24,1886883.77,0,0
212,PAYMENT,1578.77,C1513565059,0,0,M1337712730,0,0,0,0
212,TRANSFER,8001.09,C1161794995,1114.87,0,C25212059,693161.74,701162.83,0,0
212,TRANSFER,11932.17,C1054892250,0,0,C864928690,470566.02,482498.19,0,0
212,CASH_IN,65174.82,C1021959511,3984737.6,4049912.42,C1579039102,170019.5,104844.69,0,0
212,PAYMENT,5295.3,C2037123063,0,0,M1276216951,0,0,0,0
212,CASH_IN,128057.92,C1523528078,20764,148821.92,C309079784,1260372.28,1132314.37,0,0
212,PAYMENT,2865.89,C817370702,0,0,M1500801417,0,0,0,0
212,CASH_OUT,98565.56,C1740828014,395494.06,296928.5,C1685457779,368054.4,466619.96,0,0
212,CASH_IN,13085.33,C902034737,30089,43174.33,C1798102149,227847.49,214762.17,0,0
212,CASH_OUT,192079.82,C1443140515,844,0,C704089129,0,192079.82,0,0
212,PAYMENT,4743.13,C2039773487,55464,50720.87,M2003820700,0,0,0,0
212,CASH_IN,168665.45,C348355199,3548843.84,3717509.29,C536829516,1513330.83,1344665.38,0,0
212,CASH_IN,267698.46,C1175057722,112071,379769.46,C603648060,11998154.9,11730456.44,0,0
212,CASH_OUT,196193.48,C2052096527,0,0,C698878579,3081081.18,3277274.66,0,0
212,PAYMENT,14154.91,C1452277991,12485,0,M463117479,0,0,0,0
212,PAYMENT,3107.52,C563451527,11845,8737.48,M2016995140,0,0,0,0
213,CASH_IN,34652.19,C1608360851,4871260.69,4905912.88,C1400873500,5683351.74,5648699.54,0,0
213,TRANSFER,250417.69,C1953286427,1065,0,C539131436,1946409.61,2196827.3,0,0
213,TRANSFER,217531.27,C2106262668,0,0,C641892293,1466501.47,1684032.74,0,0
213,PAYMENT,82026.16,C681485423,238894.24,156868.09,M2079436109,0,0,0,0
213,CASH_IN,43233.49,C921121846,9069408.26,9112641.75,C1785201268,875454.45,832220.95,0,0
213,TRANSFER,2599828.63,C1556691532,0,0,C1748520880,2834495.75,5434324.38,0,0
213,CASH_IN,279753.43,C863384780,10372630.44,10652383.87,C621631551,369808.08,90054.65,0,0
213,CASH_OUT,134656.99,C302891018,421861,287204.01,C1606841146,0,134656.99,0,0
213,CASH_IN,149028.88,C1779842352,135063.71,284092.59,C807939788,3615611.71,3466582.83,0,0
213,TRANSFER,181232.98,C783895393,22053,0,C1044601727,1175142.93,1356375.91,0,0
213,CASH_OUT,71507.42,C877459267,1073,0,C120809773,857206.12,928713.54,0,0
213,CASH_OUT,71131.71,C547618191,90769,19637.29,C1332140670,11552.79,82684.5,0,0
213,PAYMENT,57243.46,C1602919039,0,0,M676846783,0,0,0,0
213,CASH_OUT,68536.04,C2115644571,39031,0,C178071237,0,68536.04,0,0
213,TRANSFER,131361.36,C208884508,37216,0,C2093906549,0,131361.36,0,0
213,CASH_IN,294574.26,C1439613813,999581.95,1294156.21,C394093517,353022.1,58447.84,0,0
213,CASH_OUT,124792.39,C1422900935,0,0,C39401869,7221900.12,7346692.5,0,0
213,DEBIT,1739.56,C357006836,20172,18432.44,C419174505,148217.42,96042.78,0,0
213,CASH_IN,127661.49,C1383777500,7947164.29,8074825.79,C1587095374,4031680.68,3904019.18,0,0
213,PAYMENT,12503.93,C1849453867,113801,101297.07,M1757908103,0,0,0,0
213,TRANSFER,146329.56,C1588771375,0,0,C1860326149,668255.23,814584.79,0,0
214,CASH_OUT,51524.18,C321386399,30451,0,C476486723,0,51524.18,0,0
214,CASH_OUT,152018.12,C1832922117,0,0,C1267453715,1761304.62,1913322.73,0,0
214,PAYMENT,2678.06,C274772966,0,0,M509836156,0,0,0,0
214,CASH_IN,62342.67,C210555939,14673,77015.67,C331447455,60153.99,0,0,0
214,TRANSFER,218875.58,C899324388,4596,0,C329233048,7190979.96,7409855.54,0,0
214,PAYMENT,12575.68,C262175683,0,0,M483675779,0,0,0,0
214,PAYMENT,13071.72,C2113681791,0,0,M948863241,0,0,0,0
214,CASH_OUT,122708.8,C572770627,0,0,C894908144,124420.55,247129.35,0,0
214,PAYMENT,1207.8,C735719732,19828,18620.2,M368227828,0,0,0,0
214,TRANSFER,199673.79,C1405060666,0,0,C401796980,466710.61,666384.39,0,0
214,CASH_OUT,1894720.64,C640583363,0,0,C1307220530,2448967.97,4343688.61,0,0
214,PAYMENT,4732.14,C407254051,100108,95375.86,M973953989,0,0,0,0
214,CASH_OUT,303885.26,C1489174085,252,0,C129829687,87924.64,391809.9,0,0
214,PAYMENT,11882.44,C793200291,7370,0,M1889275075,0,0,0,0
214,CASH_IN,50457.13,C975059803,1312,51769.13,C2066956945,0,0,0,0
214,CASH_OUT,79664.94,C701385452,115,0,C2082172054,391984.63,471649.57,0,0
214,DEBIT,2861.75,C1691120082,234337.37,231475.62,C2080173156,62149.64,65011.39,0,0
214,CASH_IN,231744.18,C1693778885,2376216.71,2607960.9,C859789207,1703928.25,1472184.06,0,0
214,CASH_IN,137099.68,C1768992720,17553048.93,17690148.61,C140740966,648126.39,511026.71,0,0
215,PAYMENT,11634.94,C969704438,40389,28754.06,M29026913,0,0,0,0
215,PAYMENT,2510.97,C1399803840,41457,38946.03,M1591289627,0,0,0,0
215,PAYMENT,529.41,C1097296186,92478,91948.59,M624000838,0,0,0,0
215,PAYMENT,1055.84,C1207822233,83394,82338.16,M218509008,0,0,0,0
215,PAYMENT,3054.21,C1300721270,16405,13350.79,M1673085739,0,0,0,0
215,CASH_IN,97034.36,C535716732,8630849.33,8727883.69,C150849456,692340.9,595306.54,0,0
215,PAYMENT,16395.73,C1449690925,23608,7212.27,M142959037,0,0,0,0
215,PAYMENT,5100.95,C49418835,20690,15589.05,M475397239,0,0,0,0
216,CASH_OUT,236634.96,C1372737642,0,0,C608975617,1440260.65,1676895.61,0,0
216,PAYMENT,3829.73,C140355899,19131,15301.27,M1078124608,0,0,0,0
217,PAYMENT,593.12,C1797910819,11200,10606.88,M571354825,0,0,0,0
217,PAYMENT,4085.25,C1523886250,255748,251662.75,M240319792,0,0,0,0
217,CASH_IN,253608.3,C1669473423,5038770.31,5292378.61,C1509490578,354348.75,100740.45,0,0
225,CASH_OUT,65614.77,C925170493,0,0,C1739367617,2771927.39,2837542.16,0,0
225,PAYMENT,2619.59,C1521989453,46455,43835.41,M1651249011,0,0,0,0
225,CASH_IN,214634.59,C1182153967,31976,246610.59,C1971966226,0,0,0,0
225,TRANSFER,243421.58,C863594996,200145,0,C1351326712,12525.63,255947.2,0,0
225,CASH_OUT,96001.64,C1639094199,59796,0,C527975639,0,96001.64,0,0
225,PAYMENT,38519.23,C654090158,31761,0,M651384089,0,0,0,0
225,CASH_OUT,250703.55,C884317673,0,0,C159461032,1227770.02,1478473.57,0,0
225,CASH_OUT,100578.56,C2084615530,0,0,C392138539,1207184.11,1307762.67,0,0
225,PAYMENT,9815.1,C726496039,10160,344.9,M1713689851,0,0,0,0
225,CASH_OUT,437000.39,C1342059423,0,0,C495131087,4169785.58,4606785.97,0,0
225,PAYMENT,44528.51,C779114473,36575,0,M1286175334,0,0,0,0
225,CASH_OUT,49009.76,C2062352024,10554,0,C1512629698,72983.53,121993.29,0,0
225,CASH_OUT,361791.86,C418600929,0,0,C1557921032,666127.47,1027919.34,0,0
225,PAYMENT,49333.17,C859424873,7071,0,M1217226285,0,0,0,0
225,CASH_OUT,415943.77,C659142830,52120,0,C76820845,103662.31,519606.08,0,0
225,CASH_IN,68670.94,C443436946,507728,576398.94,C370938979,0,0,0,0
225,CASH_IN,51340.65,C1541975242,12214726.07,12266066.72,C440422292,539646.35,488305.7,0,0
225,CASH_OUT,79468.78,C1918325167,69744,0,C1777558862,0,79468.78,0,0
225,CASH_OUT,173652.05,C246771459,0,0,C2061983,311921.85,485573.91,0,0
226,PAYMENT,40309.15,C1521749525,0,0,M1878827034,0,0,0,0
226,CASH_OUT,477416.97,C1401418413,0,0,C1947268416,6659890.72,7137307.69,0,0
226,CASH_IN,163158.55,C1231001089,121348,284506.55,C1577341991,1077843.73,914685.18,0,0
226,CASH_OUT,218602.72,C417382365,246652,28049.28,C2098901892,7557.47,226160.19,0,0
226,PAYMENT,14321.57,C2120274207,0,0,M1605416822,0,0,0,0
226,CASH_IN,170856.84,C299244554,163876.64,334733.47,C916692710,595299.52,424442.69,0,0
226,PAYMENT,3392.1,C1479173868,146381.51,142989.41,M1202889031,0,0,0,0
226,PAYMENT,64940.34,C264965848,0,0,M1061503890,0,0,0,0
226,CASH_IN,254244.95,C355708718,103392,357636.95,C832476573,30496.51,0,0,0
226,PAYMENT,9221.03,C540632658,0,0,M223059757,0,0,0,0
226,TRANSFER,138291.37,C1985743321,30413,0,C1910963690,427043.68,565335.06,0,0
226,TRANSFER,556768.78,C372112379,0,0,C853905727,755610.26,1312379.04,0,0
226,PAYMENT,19481.53,C1396257333,0,0,M37482893,0,0,0,0
226,CASH_OUT,132018.65,C863683893,20510,0,C1883138845,3234186.8,3366205.44,0,0
226,CASH_IN,199851.37,C1512580463,8877779.36,9077630.73,C1561728741,255684.81,55833.44,0,0
226,CASH_OUT,438695.51,C384460843,49844,0,C1407134448,0,169259.86,0,0
226,TRANSFER,418193.85,C269566412,0,0,C609610072,713701.27,1131895.12,0,0
226,CASH_OUT,261161.83,C868170020,0,0,C171931230,1421212.66,1682374.49,0,0
226,TRANSFER,2027579.44,C238929129,0,0,C1503564348,2588349.25,5209820.28,0,0
226,PAYMENT,90621.52,C525751338,58142.16,0,M1261773998,0,0,0,0
226,PAYMENT,64982,C1211928210,13090,0,M1572208934,0,0,0,0
226,CASH_IN,187501.07,C1987295094,81175,268676.07,C281590045,1328257.33,1140756.26,0,0
226,CASH_OUT,119481.34,C1534623839,67302,0,C412505873,0,119481.34,0,0
226,PAYMENT,1302.16,C1761816117,185672.38,184370.23,M1552058113,0,0,0,0
226,PAYMENT,3704.11,C1084260724,0,0,M1656434190,0,0,0,0
226,PAYMENT,18329.21,C427458942,85299,66969.79,M1835901799,0,0,0,0
226,CASH_OUT,211550.92,C1657942565,0,0,C272731553,559321.9,770872.82,0,0
226,PAYMENT,58398.51,C1794818891,49006,0,M2021220983,0,0,0,0
226,CASH_OUT,437310.4,C243126638,0,0,C2098758064,743135.67,1180446.08,0,0
226,CASH_OUT,111036.85,C1289311014,0,0,C1941252884,4149492.75,4260529.6,0,0
226,CASH_OUT,104093.55,C1328262549,0,0,C1772575869,273322.5,577184.55,0,0
226,CASH_OUT,502937.71,C1973982222,50261,0,C1842214283,5332535.94,6128255.03,0,0
226,TRANSFER,2476496.88,C1702771394,130,0,C1392864610,0,2476496.88,0,0
226,CASH_OUT,13311.4,C331691483,20757,7445.6,C2021397954,0,419899.88,0,0
226,CASH_IN,68816.74,C1616838610,22734,91550.74,C478474556,0,0,0,0
226,CASH_OUT,22430.91,C1824450721,307799,285368.09,C104809881,46188.3,68619.2,0,0
226,PAYMENT,28.65,C1657059613,617922.4,617893.75,M1826390326,0,0,0,0
226,CASH_OUT,98759.67,C859304828,0,0,C1186135386,179219.1,277978.77,0,0
226,CASH_IN,66550.57,C1419983632,41194,107744.57,C287676081,0,0,0,0
226,CASH_OUT,268687.43,C508470718,15914,0,C1712690448,0,268687.43,0,0
226,PAYMENT,32088.22,C1984623215,176499.47,144411.25,M542919254,0,0,0,0
226,PAYMENT,60326.44,C2089696548,36205,0,M77054499,0,0,0,0
226,CASH_IN,144625.75,C993034825,31295,175920.75,C1887896039,316280.24,171654.49,0,0
226,PAYMENT,33368.79,C1079798450,19240,0,M107508820,0,0,0,0
226,CASH_OUT,82738.61,C298603099,0,0,C1345891810,1591498.21,1509278.63,0,0
226,CASH_OUT,495762.29,C1004337775,18161,0,C1432327744,247680.94,743443.23,0,0
226,CASH_IN,193206.88,C1059578599,10071844.84,10265051.73,C1175707090,7687776.94,7494570.06,0,0
226,CASH_OUT,241940.17,C2125531511,36365,0,C481436139,0,241940.17,0,0
226,PAYMENT,7188.92,C721534356,26585.45,19396.53,M1477907811,0,0,0,0
226,CASH_IN,235279.59,C1859791391,30563,265842.59,C1579977316,0,0,0,0
227,PAYMENT,655.51,C356292584,52059,51403.49,M987992865,0,0,0,0
227,TRANSFER,689751.61,C743653371,86055,0,C921181780,566981.33,1256732.95,0,0
227,CASH_OUT,159581.09,C1460865179,143685,0,C1202817519,98946.15,258527.24,0,0
227,CASH_OUT,257399.69,C1829294034,0,0,C500964049,3303031.55,3560431.23,0,0
227,PAYMENT,32799.73,C74429896,25549,0,M1332103430,0,0,0,0
227,CASH_OUT,154918.46,C1009919798,33970,0,C373799912,73274.95,228193.4,0,0
227,CASH_IN,33103.49,C384094182,4929284.28,4962387.77,C1689108253,4788471.52,4755368.03,0,0
227,CASH_IN,134941.24,C1787578585,0,134941.24,C1454070383,891127.11,756185.87,0,0
227,CASH_OUT,392.23,C553209377,62761,62368.77,C1983809149,2248838.4,2249230.64,0,0
227,CASH_OUT,249594.96,C597899360,0,0,C456797529,2842469.45,3092064.41,0,0
227,CASH_IN,270678.68,C550731794,802236.6,1072915.29,C560094777,2290220.47,2019541.79,0,0
227,CASH_IN,238799.13,C1136425568,1082,239881.13,C1378218267,6287.96,0,0,0
227,CASH_OUT,207.84,C1665204955,0,0,C41698878,2000552.86,2000760.7,0,0
227,CASH_OUT,362469.99,C2049411551,295,0,C858572850,431834.46,794304.45,0,0
227,CASH_OUT,293877.77,C2065137744,15976,0,C364706190,857027.22,1150904.99,0,0
227,CASH_IN,60387.68,C921618598,57371,117758.68,C1532686039,963153.53,902765.85,0,0
227,CASH_IN,274735.7,C1725970916,1649050.21,1923785.91,C295658452,288342.71,13607.01,0,0
227,CASH_OUT,6643.88,C683339502,0,0,C1924883039,138110.64,144754.52,0,0
227,CASH_IN,104586.3,C2132316207,16659279.74,16763866.04,C801524402,138397.39,33811.09,0,0
227,CASH_OUT,92561.88,C1378716996,50659,0,C1477825322,192545.55,285107.42,0,0
227,CASH_OUT,439028.1,C1678523147,45669,0,C1826869954,8743503.37,9182531.48,0,0
